,star,comment,label
243,9,으스스한 호숫가 마음과 몸이 부딪히는 가운데 여실히 전시되는 인간의 본성,1
244,7,진실과 거짓 사이 그 어디쯤에서 타오르는 불꽃,1
245,9,와우 이런 상상력이라니,1
246,8,인간은 누구나 찌질하기에 낯설지 않았다 그랬기에 구주원은 미워할 수 없었다,1
247,10,멋진영화 화려하지 않지만 너무 빛나버린,1
248,10, 에서 또 한다 나는 또 본다,1
249,8,잘봤어요,1
250,8,잘봤어요,1
251,8,편모두다 신인감독님이 만든 이야기 같았어요 배우가 만들었다는 생각이 안들정도로요ㅎㅎ 편의 이야기가 다 다르고 따뜻하기도 하고 주제가 확실한것도 있고 훈훈했던 이야기도 있는것같아요 모두 잘봤습니다,1
252,9,옛날 아버지들의 사랑은 그렇게 표현 못하는 사랑이었다그리고 윤아가 아닌 누나와의 사랑 이야기,1
253,8,평타는 했네요 약간 올드한게 단점 볼만합니다,1
255,10,아 진짜 몬베베 하길 잘했다 이 생각만 들었다 영화 보기 전에 울었다는 후기 봤는데 나도 울었다ㅋㅋㅜㅠ나 진짜 평베베 할게ㅜㅜ 몬스타엑스 행복만 하자진짜 최고,1
256,7,감독 자체 특유 연출이 빛난 영화,1
257,10,완전 재밌어요 진짜유쾌하게 잘 봤습니다 해피엔딩이라 더 쪼아,1
258,8,배우들 보고 갔는데스토리가 그냥 그냥 썩 흥미롭진 않았음아쉬움정말 미국인들이 좋아할만한 영화자국우월의 향기가 스멀스멀,1
259,7,그때의 향수를 자극하는 재미가 확실하다,1
260,10,자연스러운 연출과 배우들의 연기가 어우러져가벼운 듯 가볍지 않은 그래서 더 의외였던 시동 그 자체였습니다,1
261,10,번 정도보면 숨겨진 의미가 해석되어서 재밌습니다개인적으로 너의 이름은만큼은 아니어도 작화나 숨겨진 스토리 그리고 가 마음에 들었습니다추천입니다,1
262,10,감상후 생각할것들이 많은 영화,1
263,8,굿굿 재밌다,1
264,7,지금도 늦지 않았다 이제는 바꿔야 할 때,1
265,10,책으로 첨 보고 영화를 봤는데 내 인생영화가 되어 버린 명작,1
266,8,죽음은 누구에게나 평등하다 그 앞에서 잠시나마 유쾌하고 행복할 수 있다면 그걸로 충분하지 않을까 무슨 이유인지 꿈도 희망도 없는 마지막 장면에서 괜시리 찡해졌다,1
267,10,집에서 저녁 먹으면서 넷플릭스 뒤지다가 찾은 작년 겨울 코트에 넣어둔 원 짜리 같은 영화 입니다  엔딩 크레딧 올라가는데 집에서 혼자 계속 박수 쳤습니다 그냥 가벼운 액션물 이겠거니 하고 봤는데 왠걸요 연출 내용전개 그리고 배우들의 연기까지 빠짐이 없네요 평점 작성하면서도 아직도 여운이 가시질 않습니다 하  정말 제 두개의 파이어볼이 짜릿하네요 최근에 본 영화 중에서 최고라고 말씀드리겠습니다 속는셈 치고 아니 한번만 속아주세요 꼭 보세요셔ㅗ숏,1
268,8,보는 중에는 굉장히 감동적이고 노래도 좋고 색감도 화려하니 좋았는데 상영관 나오면 디즈니 타영화처첨 딱히 기억에 남는게 많지 않은 것 같다,1
269,10,마지막 부분에 문열고 들어가는 모습이 감동 짱짱도 정말 노래도 잘하고 아주 좋다그레도 가장 좋은것은 다시 마법이 돌아온것,1
270,10,사랑한다 몬베베,1
271,8,행동에는 이유가 있다 좋아하는것엔 이유는 없다,1
272,10,재밌음 ㅋㅋ볼만함 킬링타임용,1
273,10,몇번을보고 또봐도 감정과 내용 너무 좋아여 눈물을 안흘릴수가없네요인생 영화라고 자부 합니다 안보면 절대 후회,1
274,8,아들 따라 봤는데재미있게 잘 봤다,1
275,10,모탈컴뱃 팬인데 진짜 재밌었다 찐 들이야 아마 고증이 어쩌구 하겠지만 모탈컴뱃 본연의 통쾌함과 가벼움 둘다 잡아서 좋았음,1
276,10,연기가 대박인 영화,1
277,10,연기가 대박인 영화,1
278,7,넷플릭스드라마 지옥의 중세시대 영화판,1
279,10,살아간다는 게 이렇게 힘들 줄 몰랐어,1
280,8,영상미가 넘 예쁩니다 ,1
281,10,듄이 볼만하지 않다는 사람은 대체 어떤 영화가 볼만한 영화일까 속편이 너무 기대되는 영화 최고입니다,1
282,9,왠지 씁쓸해지네요,1
283,9,한국영화 정직한 후보가 추구했어야 할 블랙코미디의 방향,1
284,9,간만에 독특한 소재의 영화를 봤네요,1
285,8,오글거리지만 현실적인 스토리 요즘도 볼만한 영화,1
286,10,유머도 있고 연기도 일품 그런데 재미있게 다보고 여러이유로 울적해짐,1
287,10,정말 몇번을 봐도 질리지 않는 영화이고 덤블도어가 죽는 장면은 잊혀지지 않는다 내 교장쌤도 아닌데 뭔가 갑자기 큰 부분을 차지하던 인물이 확 사라지니너무 슬펐고 어떻게 저렇게 영화를 잘 만들 수 있을까 라는 생각이 든다,1
288,7,오글거리지 않고 세련되고 재밌게 세상 돌아가는 꼬라지를 풀어낸다 절묘한 비틂과 깨알같은 연출이 빛난다,1
289,10,겨울하면 생각나는 영화 최고에요,1
290,10,가장 스럽지 않은 연출의 ,1
291,10,사랑한다 몬스타엑스,1
292,8,아름다운 스릴러,1
293,10,생각보다 볼만한데 평점에 놀람,1
294,10,몇 번을 봐도 잔잔하게 재미있다,1
295,10,년대의 아름다운 배경과 독특한 연출이 정말 매력적인 영화 샌디가 겪은 아픔에 눈물을 흘렸고 섬뜩한 반전에 아픔을 느꼈다,1
296,10,명작이다 진짜 명작 대작이다 진짜 대작,1
297,10,현재 페미들 보면 기절 할 영화 ㅋ 페미 돼지덜아 살아져라,1
298,10,노동자의 인권이 없던 시대전태일 열사의 희생에 감사하며 그 정신을 이어나가겠습니다,1
299,8,끈적끈적하지만 질척거리지는 않는다거친 질감에 긴장감에 만듦새도 손꼽힌다,1
300,7,류승룡의 부담스럽지 않은 연기가 더불어서 가볍게 즐기기 좋은 영화였다,1
301,8,자칫 큰 틀은 식상할 수 있었지만 그걸 풀어내는 방식이 색달라서 신선했음,1
302,10,와 진짜 게리 올드만 연기 미쳤다,1
303,7,흠가 이렇게 이뻣나시간 빨리가네,1
304,10,황정민 연기는 정말 대단하지만 대한민국 견찰이 이라는걸 느낄 수 있는 영화,1
305,10,개인적으로 라라랜드보다 좋았음,1
306,10,압도적으로 아름다운 영상미와 배우들의 호연 특히 찰떡같은 캐스팅,1
307,9,가장현실적인 재난영화 히어로는 허상일뿐 촘촘한 시나리오와 번뜩이는 연출 그리고올타임 넘버원이 되가는 레오,1
308,8,런닝타임 시간 분 그러나 오스카와 미미의 마지막 씬이 왜   인지를 보여주는 구나 슬프기도 하고 잔잔하기도 한 영화 가 영화의 흐름을 잘 이어간듯,1
309,10,노력하는 사람에게 길을 만들어 준다는 게 너무 좋았음,1
310,10,재밋당 ㅋㅋ 돌아가신 클린트 워커 배우님은 캡틴아메리카 같네 ㄷㄷ장신에 몸이 ㅎㄷㄷ,1
311,8,요즘 영화보다 뛰어난 범죄 스릴러 영화,1
312,10,ㅋㅋ 주인공은 노숙자임 윤계상,1
313,10,티벳인이 영어를 당연히 말한다는 설정만 제외하면 좋은 영화 티벳에 대해서 좀더 알게되어 좋았어요,1
314,8,이 배우들이 다 나온다고 캐스팅에 놀람,1
315,10,탐크루즈 형님의 리즈시절을 보는것만으로도 좋네요오래오래 좋은 영화 많이 찍어주셨으면,1
316,8,진짜 광기가 뭔지 보고 온 느낌,1
317,8,초반엔 공포영화라는 것도 까먹어 버렸다 나도 저시대로 가고싶다는 생각이 들 정도로,1
318,7,등급 재료로 만든 편의점 도시락 같은 영화 시간 때우기용은 가능,1
319,10,죽을때까지 기억하고싶은 영화였어요,1
320,10,질풍노도의 시절 그들에게 필요했던 건 단지 시간이였을뿐ㅈ감정이 잔잔해지고 오해가 풀리고 서로의 진짜 속마음을 알아가게 될 시간,1
321,10,기대하고 봤는데도 재밌어요,1
322,10,점만점에 별 개 드리고 싶네요구수한 년대 감성해롤드를 추모하며,1
323,10,년의 대미를 장식할 웰메이드 작품기대감 폭발,1
324,10,크리스마스에 꼭 봐야하는 영화언제봐도 재밌는 영화,1
325,7,용두사미 느낌이 나지만 그냥저냥 볼만하다 대사들이 재밌음,1
326,10,오스카는 여기서도 연기 짱,1
327,10,예술적 영화 이해의 이해도가 있는 사람이 보면 별  단순 재미와 흥미를 추구하는 관람객이 보면 별 ,1
328,7,웨스 앤더슨 다운 영화대사량이 너무 많아 따라가는게 힘들었다 놓친 부분이 많을 듯해 한번 더 보고 싶다 마지막 에피소드는 아쉬웠지만 이전 에피소드들은 재밌게 감상했다,1
329,10,완벽했다 모두에게,1
330,8,나름 숨겨진 볼만한 스파이물 영화,1
333,8,마지막장면이 아쉽네 조디포스터 납치되고 렉터박사가 구해줄줄알앗는데 암흑속에서 상대는 적외선으로 훤히보면서 대진게 이해가 안되네,1
334,9,연출이 이렇게 중요하다 후반부 계단 장면이 너무 처절해서 자꾸 눈물이 핑 돌았다,1
335,8,이정도면 부족함 없이 잘 살았다는 디카프리오의 마지막 말이 강렬하게 남네요 웃으면서 보기엔 슬프고 가볍게 보기엔 무거운 영화였습니다,1
336,10,올해 본 최고의 영화 중 하나 컴버배치가 이렇게 연기 잘 하는 배우인줄은 몰랐다 러닝타임 내내 숨죽이고 보게 됐던,1
337,10,    ,1
338,9,앤드류 가필드 연기가 정말 좋다 조나단 라슨에 대해 하나도 모르고 봤는데 재밌었다 노래들이 좋아 본지 한달 가까이 된 지금도 가끔씩 듣는중,1
339,8,이거 지난번 엠비씨에서 하지않았나그랬던거 같은데,1
340,10,힐링이 필요한 이에게 추천한다,1
341,10,한국 느와르는 절대 이 영화 넘어설만한건 앞으로도 안나온다,1
342,10,캐릭터가 많이 나옴에도 불구하고 혼란스럽지 않고 개성이 뚜렷해 보는 재미가 있었습니다 중반에 넷플릭스 영화 특유의 분위기 때문에 루즈할 수 있는데 그럼에도 마음에 들었어요 그래도 너무 기대하지는 마세요 딱 킬링타임용이라고 생각하고 나중에 넷플에 풀리고 봐도 괜찮습니다 점짜리 영화라고 생각하지는 않지만 점짜리 영화는 아닌 거 같아서 조금 후하게 평점을 줍니다,1
343,10,재미가있던 없던 애니 불모지에서 고생많으십니다 언제나 응원하겠습니다,1
344,8,여주이뻐요 에서 우연히 보다가넘  깜짝 놀라서 심장 터지는줄 알았어요스릴 재난 영화 좋아하시는 분 강추결말이 아쉬워서 별 하나 빼요,1
345,8,감성 영상미 최고 취향저격 쵝오입니다 안야 테일러 조이 정말 매력적입니다,1
346,10,스토리는 익숙한데  연기들이 좋았어여 시간이 아깝지 않았어요,1
347,10,눈물나는 감동이라기 보단 우리에게 보내는 메세지에 대한 전율이 큰 영화 나는 매 순간 인생을 즐기며 살았던가,1
348,9,재밌는데 탄탄한 스토리가 아님ㅠ,1
349,9,생각 이상으로 재밌었다 우리가 무얼 외면하고 살고 있는지 화살표로 가리켜 보여주는 영화,1
350,8,극렬하게 타오른 분노의 자리에 남은 건 사라지는 연기뿐,1
351,10,행성충돌은 아니더라도  돈과권력 현실판이네 ㅋㅋ,1
352,8,넬라판타지아 노래로만 알고있던 영화인데 뒤늦게 봤네요음악 영상미 내용 박자가 너무 좋았어요,1
353,10,박용욱 때문에 점줍니다연기가 미쳤네요영화 끝나고 박용욱 밖에 기억에 안남네요,1
354,8,재밌게 잘봤습니다,1
356,10,우연히 기대안하고 봤는데 큰 감동 받고 갑니다이런 작품을 이제야 보다니 이병헌은 정말 실망시키지 않습니다번지점프를 하다가 생각나는 작품이었습니다좋은 영화 감사합니다,1
357,10,장르명 아담 맥케이,1
358,9,긴장감 높고 재미있는 영화입니다,1
359,10,나비저택 편,1
360,10,오에스티가 힙하고 저는 감동이았음 ㅠ 점대영화는 아닌데 평이 아쉽,1
361,10,초딩때본 명작 ㅎㅎ,1
362,10,나타구모산 편,1
363,10,남매의 연,1
364,8,진행도 빠르고 어렵지 않은 흐름입니다단 중간에 살짝 혼란스러울 수 있는데그건 주인공도 마찬가지일꺼에요,1
365,10,다른 리뷰들 보니깐 재미없다하는데 나는 개인적으로 재미있었음  ㄹㅇ 또 보고 싶음 이터널스 기다린다 ㄹㅇ,1
366,8,양자 물리학 지식이 있어야 이해되는 영화,1
367,10,아빠가 이다 엄마는 관찰하고 애가 보통이 아님을 아는데 아빠는 미친놈에게 무기나 사다 쥐어주고 앉았다 갑자기 사고 친게 아니라 꾸준히 이상행동 싸인이 보였음을 알 수 있다 그걸 알아차리고 조기에 막았음 좀 나았을지도,1
368,10,날씨의 아이,1
369,10,무난하게 킬링타임으로 볼 수 있는 영화,1
370,10,관객인 나 조차 초희에게 완전히 놀아났다 그건그렇고 영화는 처음부터 끝까지 가벼운듯 속도감이 있고 재밌다 무거운 범죄자들이 가볍게 그려지는 아이러니와 배우들 연기가 너무 좋았다,1
371,10,한달에 한번은 꼭 보는영화무슨일이 있어도 꼭 챙겨보는 영화,1
372,10,너의 이름은,1
373,9,내가 죽던 날 내 인생은 다시 시작된다왜 소녀는 절벽 위에 신발을 벗어 두고 죽어야만 했을까 절벽 위 덩그러니 놓여진 소녀의 신발 그것이 모든걸 얘기 해준다,1
375,8,뻑쩍찌근 색다른 유령퇴치 작전,1
376,9,가장 현실적인 평점 점쓰레기  점살면서 모르고 살아도 무방  점뭔가 나사빠진듯  부족  점그런데로 평타  점이정도면 남에게 추천가능한 수작  점소름 전율이 느껴지는걸작  점불후의 명작 세기의 역작,1
378,10,카드는 꼭 남자라는 법은 없지여자도 은밀곳을 숨기고 게임을 하는 것기대를 하지 않으면 반전이 있는법세상의 룰은 어디에도 없고이기고 지는 것은 중요하지 않아왜냐면 그 질문이 틀렸기 때문이지,1
379,10,별을 쫓는 아이,1
380,10,눈물바다흣흑 ㅠㅠㅠ,1
381,10,최고의 명작입니다 꼭보세요,1
382,9,나로선 뒤를 예상할 수 없었다,1
383,10,이래서 사람은 여행이 필요해,1
384,10,손석구씨 증말 천도복숭아 같은 사람이었네,1
385,7,생각보다 했어요,1
